"Union Membership, Coverage, Density and Employment by State, 1986 (details in table note)",,,,,,,,,
,,,,,,,,,
State,,,,,,,,,
Code,State,Sector,Obs,Employment,Members,Covered,%Mem,%Cov,
85,New Mexico,Priv. Manufacturing,125,"35,716","3,960","4,545",11.1,12.7,
21,New York,Total,"12,299","7,061,448","2,107,307","2,252,941",29.8,31.9,
21,New York,Private,"9,885","5,693,433","1,198,243","1,279,101",21.0,22.5,
21,New York,Public,"2,414","1,368,016","909,064","973,841",66.5,71.2,
21,New York,Priv. Construction,516,"302,445","117,773","120,048",38.9,39.7,
21,New York,Priv. Manufacturing,"2,264","1,300,917","358,712","381,993",27.6,29.4,
56,North Carolina,Total,"7,573","2,691,169","151,563","186,498",5.6,6.9,
56,North Carolina,Private,"6,458","2,297,688","101,433","117,234",4.4,5.1,
56,North Carolina,Public,"1,115","393,481","50,129","69,264",12.7,17.6,
56,North Carolina,Priv. Construction,439,"157,999","1,285","1,285",0.8,0.8,
56,North Carolina,Priv. Manufacturing,"2,470","881,386","60,252","66,235",6.8,7.5,
44,North Dakota,Total,"2,215","243,061","27,794","34,640",11.4,14.3,
44,North Dakota,Private,"1,719","189,703","14,299","17,135",7.5,9.0,
44,North Dakota,Public,496,"53,358","13,495","17,506",25.3,32.8,
44,North Dakota,Priv. Construction,90,"9,965","1,289","1,387",12.9,13.9,
44,North Dakota,Priv. Manufacturing,138,"15,093","4,110","4,440",27.2,29.4,
31,Ohio,Total,"7,790","4,347,376","975,276","1,073,525",22.4,24.7,
31,Ohio,Private,"6,616","3,693,570","709,847","757,319",19.2,20.5,
31,Ohio,Public,"1,174","653,807","265,429","316,206",40.6,48.4,
31,Ohio,Priv. Construction,277,"155,062","53,452","55,175",34.5,35.6,
31,Ohio,Priv. Manufacturing,"2,102","1,168,224","438,709","454,962",37.6,38.9,
73,Oklahoma,Total,"2,115","1,228,742","144,954","166,511",11.8,13.6,
73,Oklahoma,Private,"1,647","956,546","82,533","88,717",8.6,9.3,
73,Oklahoma,Public,468,"272,195","62,421","77,794",22.9,28.6,
73,Oklahoma,Priv. Construction,83,"49,815","7,587","8,854",15.2,17.8,
73,Oklahoma,Priv. Manufacturing,297,"169,661","37,741","39,189",22.2,23.1,
92,Oregon,Total,"1,637","1,039,266","205,337","236,879",19.8,22.8,
92,Oregon,Private,"1,363","866,306","122,881","134,714",14.2,15.6,
92,Oregon,Public,274,"172,961","82,455","102,165",47.7,59.1,
92,Oregon,Priv. Construction,46,"30,598","5,178","6,519",16.9,21.3,
92,Oregon,Priv. Manufacturing,320,"206,197","44,997","48,235",21.8,23.4,
23,Pennsylvania,Total,"7,597","4,676,590","1,026,557","1,141,071",22.0,24.4,
23,Pennsylvania,Private,"6,579","4,052,800","714,140","771,988",17.6,19.0,
23,Pennsylvania,Public,"1,018","623,790","312,417","369,083",50.1,59.2,
23,Pennsylvania,Priv. Construction,377,"233,543","62,074","69,012",26.6,29.6,
23,Pennsylvania,Priv. Manufacturing,"1,768","1,098,890","366,706","378,681",33.4,34.5,
15,Rhode Island,Total,"1,875","443,427","91,849","97,322",20.7,21.9,
15,Rhode Island,Private,"1,577","373,618","44,598","48,138",11.9,12.9,
15,Rhode Island,Public,298,"69,810","47,250","49,184",67.7,70.5,
15,Rhode Island,Priv. Construction,82,"19,936","4,349","4,861",21.8,24.4,
15,Rhode Island,Priv. Manufacturing,535,"127,409","20,064","21,253",15.7,16.7,
57,South Carolina,Total,"2,395","1,365,186","78,995","91,993",5.8,6.7,
57,South Carolina,Private,"2,002","1,145,258","57,908","66,071",5.1,5.8,
57,South Carolina,Public,393,"219,928","21,087","25,923",9.6,11.8,
57,South Carolina,Priv. Construction,134,"77,689","3,025","3,968",3.9,5.1,
57,South Carolina,Priv. Manufacturing,726,"420,127","33,612","38,727",8.0,9.2,
45,South Dakota,Total,"2,387","253,152","22,669","31,243",9.0,12.3,
45,South Dakota,Private,"1,909","202,822","12,125","15,769",6.0,7.8,
45,South Dakota,Public,478,"50,330","10,545","15,474",21.0,30.7,
45,South Dakota,Priv. Construction,110,"12,123",739,850,6.1,7.0,
45,South Dakota,Priv. Manufacturing,283,"30,193","4,153","5,401",13.8,17.9,
62,Tennessee,Total,"2,111","1,868,095","256,607","306,049",13.7,16.4,
62,Tennessee,Private,"1,776","1,572,574","168,654","192,158",10.7,12.2,
62,Tennessee,Public,335,"295,520","87,953","113,891",29.8,38.5,
62,Tennessee,Priv. Construction,120,"108,420","16,544","20,045",15.3,18.5,
62,Tennessee,Priv. Manufacturing,588,"520,674","104,336","115,334",20.0,22.2,
74,Texas,Total,"8,227","6,538,764","499,369","652,072",7.6,10.0,
74,Texas,Private,"6,879","5,502,349","332,481","409,029",6.0,7.4,
74,Texas,Public,"1,348","1,036,416","166,888","243,043",16.1,23.5,
74,Texas,Priv. Construction,515,"422,233","28,301","31,748",6.7,7.5,
74,Texas,Priv. Manufacturing,"1,226","998,800","132,344","160,700",13.3,16.1,
87,Utah,Total,"1,973","618,784","65,881","86,192",10.6,13.9,
87,Utah,Private,"1,552","486,993","32,312","42,647",6.6,8.8,
87,Utah,Public,421,"131,791","33,569","43,546",25.5,33.0,
87,Utah,Priv. Construction,117,"37,026","4,196","5,085",11.3,13.7,
87,Utah,Priv. Manufacturing,341,"106,001","9,624","11,563",9.1,10.9,
13,Vermont,Total,"1,714","231,916","25,625","33,805",11.0,14.6,
13,Vermont,Private,"1,465","198,585","12,369","15,560",6.2,7.8,
13,Vermont,Public,249,"33,331","13,255","18,245",39.8,54.7,
13,Vermont,Priv. Construction,108,"14,743",880,"1,175",6.0,8.0,
13,Vermont,Priv. Manufacturing,363,"49,375","7,211","8,542",14.6,17.3,
54,Virginia,Total,"2,833","2,487,845","221,891","276,670",8.9,11.1,
54,Virginia,Private,"2,208","1,939,755","148,160","176,147",7.6,9.1,
54,Virginia,Public,625,"548,090","73,731","100,523",13.5,18.3,
54,Virginia,Priv. Construction,151,"135,921","7,608","10,207",5.6,7.5,
54,Virginia,Priv. Manufacturing,486,"426,251","63,380","73,777",14.9,17.3,
91,Washington,Total,"1,849","1,710,125","455,193","535,218",26.6,31.3,
91,Washington,Private,"1,445","1,340,757","285,883","332,505",21.3,24.8,
91,Washington,Public,404,"369,367","169,311","202,713",45.8,54.9,
91,Washington,Priv. Construction,90,"85,565","21,327","25,931",24.9,30.3,
91,Washington,Priv. Manufacturing,305,"285,060","115,124","128,172",40.4,45.0,
55,West Virginia,Total,"1,721","590,354","121,154","135,841",20.5,23.0,
55,West Virginia,Private,"1,367","469,696","97,846","101,814",20.8,21.7,
55,West Virginia,Public,354,"120,657","23,307","34,027",19.3,28.2,
55,West Virginia,Priv. Construction,88,"31,018","9,571","9,571",30.9,30.9,
55,West Virginia,Priv. Manufacturing,267,"91,351","39,852","42,375",43.6,46.4,
35,Wisconsin,Total,"2,525","1,951,036","443,706","470,754",22.7,24.1,
35,Wisconsin,Private,"2,101","1,626,488","288,202","302,016",17.7,18.6,
35,Wisconsin,Public,424,"324,548","155,504","168,738",47.9,52.0,
35,Wisconsin,Priv. Construction,98,"75,689","31,536","31,536",41.7,41.7,
35,Wisconsin,Priv. Manufacturing,680,"533,038","170,612","178,101",32.0,33.4,
83,Wyoming,Total,"1,533","194,364","22,797","27,767",11.7,14.3,
83,Wyoming,Private,"1,122","142,575","13,166","15,354",9.2,10.8,
83,Wyoming,Public,411,"51,789","9,631","12,413",18.6,24.0,
83,Wyoming,Priv. Construction,104,"13,149","1,254","1,374",9.5,10.4,
83,Wyoming,Priv. Manufacturing,83,"10,382","1,704","1,968",16.4,19.0,
,,,,,,,,,
"Data Sources: Current Population Survey (CPS) Outgoing Rotation Group (ORG) Earnings Files, 1986. Sample includes",,,,,,,,,
"employed wage and salary workers, ages 16 and over. Variable definitions are: State Code=Census state code used in ",,,,,,,,,
"CPS, Obs=CPS sample size, Employment=wage and salary employment, Members=employed workers who are union",,,,,,,,,
"members, Covered=workers covered by a collective bargaining agreement, %Mem=percent of employed workers who",,,,,,,,,
"are union members, and %Cov=percent of employed workers who are covered by a collective bargaining agreement. ",,,,,,,,,
,,,,,,,,,
© 2002 by Barry T. Hirsch and David A. Macpherson.  The use of data requires citation.,,,,,,,,,
